,TF,Humidity,Windspeed,weather,Date,hour,cnt
1552,53F,43%,5mph,Cloudy,2017-03-06,16,607
1553,54F,40%,0mph,Cloudy,2017-03-06,17,1216
1554,50F,63%,7mph,Cloudy,2017-03-06,18,950
1555,50F,63%,7mph,Cloudy,2017-03-06,19,574
1556,49F,66%,7mph,Cloudy,2017-03-06,20,374
1557,48F,68%,6mph,Cloudy,2017-03-06,21,225
1558,48F,68%,5mph,Cloudy,2017-03-06,22,165
1559,48F,71%,6mph,Cloudy,2017-03-06,23,81
1560,47F,74%,5mph,Cloudy,2017-03-07,0,21
1561,47F,80%,3mph,Cloudy,2017-03-07,1,8
1562,48F,74%,0mph,Cloudy,2017-03-07,2,9
1563,48F,77%,0mph,Cloudy,2017-03-07,3,3
1564,48F,77%,0mph,Cloudy,2017-03-07,4,12
1565,50F,74%,6mph,Cloudy,2017-03-07,5,72
1566,53F,74%,9mph,Light Rain,2017-03-07,6,277
1567,53F,74%,8mph,Cloudy,2017-03-07,7,777
1568,54F,72%,10mph,Cloudy,2017-03-07,8,1164
1569,57F,67%,13mph,Cloudy,2017-03-07,9,470
1570,65F,56%,17mph,Cloudy,2017-03-07,10,300
1571,67F,52%,26mph,Cloudy / Windy,2017-03-07,11,402
1572,69F,49%,21mph,Cloudy / Windy,2017-03-07,12,447
1573,70F,46%,25mph,Cloudy / Windy,2017-03-07,13,404
1574,69F,47%,21mph,Cloudy / Windy,2017-03-07,14,354
1575,70F,46%,17mph,Cloudy,2017-03-07,15,495
1576,68F,49%,21mph,Light Rain / Windy,2017-03-07,16,695
1577,65F,58%,6mph,Cloudy,2017-03-07,17,979
1578,63F,65%,0mph,Cloudy,2017-03-07,18,613
1579,58F,90%,6mph,Light Rain,2017-03-07,19,320
1580,57F,93%,7mph,Light Rain,2017-03-07,20,167
1581,56F,97%,5mph,Cloudy,2017-03-07,21,160
1582,55F,96%,10mph,Cloudy,2017-03-07,22,152
1583,57F,83%,12mph,Cloudy,2017-03-07,23,82
1584,61F,72%,12mph,Cloudy,2017-03-08,0,30
1585,62F,72%,14mph,Cloudy,2017-03-08,1,10
1586,63F,70%,16mph,Cloudy,2017-03-08,2,10
1587,55F,64%,17mph,Light Rain,2017-03-08,3,1
1588,50F,74%,21mph,Light Rain / Windy,2017-03-08,4,6
1589,51F,63%,9mph,Cloudy,2017-03-08,5,70
1590,51F,56%,12mph,Light Rain,2017-03-08,6,260
1591,52F,49%,8mph,Cloudy,2017-03-08,7,800
1592,55F,43%,12mph,Partly Cloudy,2017-03-08,8,1150
1593,58F,31%,12mph,Fair,2017-03-08,9,504
1594,59F,26%,14mph,Fair,2017-03-08,10,318
1595,62F,22%,16mph,Fair,2017-03-08,11,450
1596,64F,18%,17mph,Fair,2017-03-08,12,570
1597,66F,17%,15mph,Partly Cloudy,2017-03-08,13,578
1598,66F,17%,15mph,Mostly Cloudy,2017-03-08,14,487
1599,67F,15%,17mph,Mostly Cloudy,2017-03-08,15,640
1600,67F,15%,18mph,Partly Cloudy,2017-03-08,16,885
1601,65F,16%,12mph,Partly Cloudy,2017-03-08,17,1365
1602,61F,20%,8mph,Fair,2017-03-08,18,1109
1603,60F,20%,7mph,Fair,2017-03-08,19,638
1604,60F,18%,8mph,Fair,2017-03-08,20,430
1605,59F,18%,9mph,Fair,2017-03-08,21,364
1606,58F,18%,7mph,Fair,2017-03-08,22,198
1607,56F,21%,6mph,Fair,2017-03-08,23,98
1608,54F,29%,6mph,Partly Cloudy,2017-03-09,0,56
1609,52F,26%,6mph,Partly Cloudy,2017-03-09,1,21
1610,50F,33%,7mph,Fair,2017-03-09,2,7
1611,48F,37%,8mph,Fair,2017-03-09,3,5
1612,49F,33%,7mph,Fair,2017-03-09,4,12
1613,49F,33%,7mph,Fair,2017-03-09,5,77
1614,50F,35%,7mph,Fair,2017-03-09,6,297
1615,54F,31%,9mph,Fair,2017-03-09,7,868
1616,60F,24%,9mph,Fair,2017-03-09,8,1289
1617,64F,19%,14mph,Fair,2017-03-09,9,604
1618,67F,17%,12mph,Fair,2017-03-09,10,391
1619,69F,17%,13mph,Fair,2017-03-09,11,484
1620,71F,15%,12mph,Fair,2017-03-09,12,594
1621,72F,13%,13mph,Fair,2017-03-09,13,657
1622,74F,13%,14mph,Fair,2017-03-09,14,640
1623,73F,13%,17mph,Partly Cloudy,2017-03-09,15,747
1624,71F,16%,13mph,Fair,2017-03-09,16,978
1625,70F,14%,10mph,Partly Cloudy,2017-03-09,17,1646
1626,64F,24%,3mph,Partly Cloudy,2017-03-09,18,1206
1627,60F,41%,5mph,Partly Cloudy,2017-03-09,19,674
1628,59F,39%,10mph,Mostly Cloudy,2017-03-09,20,454
1629,59F,35%,8mph,Mostly Cloudy,2017-03-09,21,352
1630,58F,39%,6mph,Mostly Cloudy,2017-03-09,22,228
1631,57F,39%,5mph,Mostly Cloudy,2017-03-09,23,119
1632,55F,43%,9mph,Partly Cloudy,2017-03-10,0,52
1633,53F,35%,13mph,Partly Cloudy,2017-03-10,1,26
1634,52F,35%,14mph,Cloudy,2017-03-10,2,16
1635,50F,41%,18mph,Cloudy,2017-03-10,3,6
1636,49F,41%,10mph,Cloudy,2017-03-10,4,10
1637,48F,42%,17mph,Cloudy,2017-03-10,5,68
1638,48F,50%,15mph,Cloudy,2017-03-10,6,213
1639,46F,63%,8mph,Light Rain,2017-03-10,7,625
1640,46F,61%,15mph,Cloudy,2017-03-10,8,870
1641,38F,93%,20mph,Light Rain,2017-03-10,9,151
1642,37F,89%,21mph,Wintry Mix / Windy,2017-03-10,10,66
1643,39F,82%,18mph,Cloudy,2017-03-10,11,137
1644,41F,67%,18mph,Cloudy,2017-03-10,12,258
1645,43F,56%,16mph,Cloudy,2017-03-10,13,281
1646,43F,56%,14mph,Mostly Cloudy,2017-03-10,14,301
1647,46F,37%,18mph,Mostly Cloudy,2017-03-10,15,363
1648,42F,40%,20mph,Cloudy,2017-03-10,16,492
1649,40F,38%,24mph,Mostly Cloudy / Windy,2017-03-10,17,856
1650,40F,36%,16mph,Mostly Cloudy,2017-03-10,18,526
1651,37F,44%,18mph,Mostly Cloudy,2017-03-10,19,246
1652,35F,39%,17mph,Partly Cloudy,2017-03-10,20,158
1653,33F,42%,13mph,Partly Cloudy,2017-03-10,21,119
1654,32F,40%,12mph,Partly Cloudy,2017-03-10,22,87
1655,31F,42%,13mph,Fair,2017-03-10,23,71
1656,31F,43%,14mph,Partly Cloudy,2017-03-11,0,48
1657,29F,51%,24mph,Partly Cloudy / Windy,2017-03-11,1,26
1658,29F,47%,14mph,Mostly Cloudy,2017-03-11,2,27
1659,28F,47%,13mph,Mostly Cloudy,2017-03-11,3,11
1660,28F,45%,8mph,Cloudy,2017-03-11,4,4
1661,27F,47%,13mph,Partly Cloudy,2017-03-11,5,23
1662,26F,49%,12mph,Partly Cloudy,2017-03-11,6,47
1663,28F,45%,12mph,Mostly Cloudy,2017-03-11,7,168
1664,31F,43%,13mph,Mostly Cloudy,2017-03-11,8,238
1665,32F,42%,14mph,Mostly Cloudy,2017-03-11,9,312
1666,34F,35%,20mph,Partly Cloudy,2017-03-11,10,403
1667,37F,29%,15mph,Partly Cloudy,2017-03-11,11,455
1668,37F,28%,15mph,Fair,2017-03-11,12,453
1669,38F,24%,20mph,Partly Cloudy,2017-03-11,13,425
1670,39F,22%,9mph,Fair,2017-03-11,14,376
1671,39F,22%,20mph,Fair,2017-03-11,15,434
1672,38F,24%,14mph,Partly Cloudy,2017-03-11,16,392
1673,36F,25%,15mph,Partly Cloudy,2017-03-11,17,426
1674,34F,30%,16mph,Partly Cloudy,2017-03-11,18,252
1675,33F,31%,10mph,Mostly Cloudy,2017-03-11,19,200
1676,32F,34%,13mph,Mostly Cloudy,2017-03-11,20,123
1677,31F,37%,13mph,Cloudy,2017-03-11,21,126
1678,30F,40%,17mph,Cloudy,2017-03-11,22,82
1679,30F,40%,17mph,Cloudy,2017-03-11,23,65
1680,30F,41%,13mph,Cloudy,2017-03-12,0,42
1681,29F,41%,17mph,Cloudy,2017-03-12,1,34
1682,29F,41%,13mph,Cloudy,2017-03-12,1,34
1683,28F,43%,13mph,Cloudy,2017-03-12,3,48
1684,28F,41%,9mph,Cloudy,2017-03-12,4,11
1685,27F,43%,9mph,Mostly Cloudy,2017-03-12,5,7
1686,27F,41%,8mph,Mostly Cloudy,2017-03-12,6,6
1687,28F,41%,8mph,Cloudy,2017-03-12,7,35
1688,30F,38%,9mph,Mostly Cloudy,2017-03-12,8,59
1689,32F,37%,6mph,Cloudy,2017-03-12,9,120
1690,35F,34%,13mph,Mostly Cloudy,2017-03-12,10,239
1691,36F,33%,6mph,Partly Cloudy,2017-03-12,11,351
1692,39F,30%,14mph,Partly Cloudy,2017-03-12,12,438
1693,41F,31%,13mph,Fair,2017-03-12,13,401
1694,41F,28%,10mph,Fair,2017-03-12,14,507
1695,42F,28%,14mph,Fair,2017-03-12,15,484
1696,41F,29%,15mph,Fair,2017-03-12,16,459
1697,39F,32%,14mph,Fair,2017-03-12,17,469
1698,37F,34%,13mph,Fair,2017-03-12,18,361
1699,36F,36%,15mph,Fair,2017-03-12,19,215
1700,35F,39%,10mph,Fair,2017-03-12,20,132
1701,33F,38%,9mph,Cloudy,2017-03-12,21,97
1702,32F,44%,9mph,Mostly Cloudy,2017-03-12,22,66
1703,31F,42%,8mph,Mostly Cloudy,2017-03-13,23,16
1704,32F,38%,10mph,Cloudy,2017-03-13,0,27
1705,31F,42%,8mph,Partly Cloudy,2017-03-13,1,13
1706,30F,41%,8mph,Partly Cloudy,2017-03-13,2,2
1707,30F,45%,7mph,Fair,2017-03-13,3,1
1708,30F,47%,7mph,Fair,2017-03-13,4,6
1709,29F,49%,7mph,Partly Cloudy,2017-03-13,5,62
1710,29F,51%,9mph,Partly Cloudy,2017-03-13,6,175
1711,31F,50%,10mph,Mostly Cloudy,2017-03-13,7,460
1712,33F,52%,13mph,Cloudy,2017-03-13,8,839
1713,35F,48%,10mph,Cloudy,2017-03-13,9,432
1714,37F,44%,7mph,Cloudy,2017-03-13,10,198
1715,38F,43%,6mph,Mostly Cloudy,2017-03-13,11,198
1716,41F,40%,9mph,Cloudy,2017-03-13,12,285
1717,44F,37%,8mph,Cloudy,2017-03-13,13,288
1718,46F,37%,13mph,Cloudy,2017-03-13,14,314
1719,43F,42%,14mph,Cloudy,2017-03-13,15,403
1720,41F,49%,13mph,Cloudy,2017-03-13,16,580
1721,36F,76%,9mph,Light Snow,2017-03-13,17,909
1722,35F,89%,6mph,Cloudy,2017-03-13,18,735
1723,35F,89%,9mph,Light Snow,2017-03-13,19,282
1724,34F,89%,10mph,Light Snow,2017-03-13,20,144
1725,32F,92%,16mph,Light Snow,2017-03-13,21,61
1726,31F,92%,15mph,Wintry Mix,2017-03-13,22,40
1727,31F,92%,14mph,Wintry Mix,2017-03-14,23,18
1728,31F,89%,20mph,Wintry Mix,2017-03-14,0,3
1729,32F,96%,18mph,Wintry Mix,2017-03-14,1,4
1730,33F,92%,21mph,Wintry Mix / Windy,2017-03-14,2,1
1731,33F,92%,18mph,Wintry Mix,2017-03-14,3,0
1732,33F,89%,22mph,Light Snow / Windy,2017-03-14,4,1
1733,32F,88%,24mph,Wintry Mix / Windy,2017-03-14,5,2
1734,31F,89%,25mph,Light Sleet / Windy,2017-03-14,6,6
1735,33F,89%,29mph,Wintry Mix / Windy,2017-03-14,7,16
1736,34F,85%,22mph,Wintry Mix / Windy,2017-03-14,8,28
1737,35F,78%,20mph,Cloudy,2017-03-14,9,50
1738,37F,79%,22mph,Cloudy / Windy,2017-03-14,10,75
1739,38F,73%,18mph,Cloudy,2017-03-14,11,93
1740,36F,79%,20mph,Light Snow,2017-03-14,12,71
1741,39F,67%,16mph,Cloudy,2017-03-14,13,80
1742,39F,60%,22mph,Cloudy / Windy,2017-03-14,14,67
1743,39F,62%,24mph,Cloudy / Windy,2017-03-14,15,99
1744,38F,53%,29mph,Mostly Cloudy / Windy,2017-03-14,16,141
1745,35F,52%,23mph,Mostly Cloudy / Windy,2017-03-14,17,239
1746,33F,52%,24mph,Mostly Cloudy / Windy,2017-03-14,18,252
1747,31F,52%,18mph,Mostly Cloudy,2017-03-14,19,156
1748,30F,49%,28mph,Cloudy / Windy,2017-03-14,20,82
1749,29F,47%,21mph,Mostly Cloudy / Windy,2017-03-14,21,59
1750,27F,49%,15mph,Partly Cloudy,2017-03-14,22,40
1751,26F,49%,14mph,Mostly Cloudy,2017-03-15,23,23
1752,25F,46%,18mph,Partly Cloudy,2017-03-15,0,8
1753,24F,48%,16mph,Fair,2017-03-15,1,3
1754,23F,50%,14mph,Fair,2017-03-15,2,3
1755,22F,53%,15mph,Fair,2017-03-15,3,0
1756,22F,51%,12mph,Mostly Cloudy,2017-03-15,4,3
1757,22F,53%,10mph,Mostly Cloudy,2017-03-15,5,29
1758,24F,46%,20mph,Mostly Cloudy,2017-03-15,6,118
1759,25F,46%,15mph,Mostly Cloudy,2017-03-15,7,246
1760,26F,44%,18mph,Mostly Cloudy,2017-03-15,8,434
1761,27F,45%,22mph,Cloudy / Windy,2017-03-15,9,250
1762,28F,45%,26mph,Cloudy / Windy,2017-03-15,10,121
1763,30F,43%,25mph,Cloudy / Windy,2017-03-15,11,89
1764,30F,43%,21mph,Cloudy / Windy,2017-03-15,12,105
1765,30F,47%,20mph,Cloudy,2017-03-15,13,105
1766,30F,47%,21mph,Cloudy / Windy,2017-03-15,14,77
1767,32F,40%,22mph,Cloudy / Windy,2017-03-15,15,117
1768,32F,40%,25mph,Mostly Cloudy / Windy,2017-03-15,16,237
1769,33F,35%,24mph,Mostly Cloudy / Windy,2017-03-15,17,474
1770,32F,38%,21mph,Mostly Cloudy / Windy,2017-03-15,18,409
1771,32F,37%,14mph,Mostly Cloudy,2017-03-15,19,219
1772,31F,37%,14mph,Mostly Cloudy,2017-03-15,20,139
1773,31F,33%,21mph,Fair / Windy,2017-03-15,21,99
1774,30F,36%,18mph,Fair,2017-03-15,22,51
1775,29F,36%,9mph,Fair,2017-03-16,23,46
1776,28F,39%,13mph,Partly Cloudy,2017-03-16,0,6
1777,28F,41%,12mph,Partly Cloudy,2017-03-16,1,9
1778,28F,43%,7mph,Partly Cloudy,2017-03-16,2,8
1779,27F,45%,6mph,Fair,2017-03-16,3,2
1780,26F,51%,7mph,Fair,2017-03-16,4,4
1781,26F,53%,9mph,Fair,2017-03-16,5,38
1782,27F,53%,7mph,Fair,2017-03-16,6,148
1783,31F,50%,7mph,Fair,2017-03-16,7,336
1784,33F,52%,16mph,Partly Cloudy,2017-03-16,8,644
1785,34F,48%,18mph,Mostly Cloudy,2017-03-16,9,314
1786,36F,44%,17mph,Mostly Cloudy,2017-03-16,10,133
1787,37F,41%,17mph,Partly Cloudy,2017-03-16,11,116
1788,37F,42%,12mph,Partly Cloudy,2017-03-16,12,162
1789,39F,38%,17mph,Fair,2017-03-16,13,176
1790,41F,36%,15mph,Fair,2017-03-16,14,182
1791,42F,34%,17mph,Fair,2017-03-16,15,235
1792,41F,35%,17mph,Fair,2017-03-16,16,396
1793,40F,36%,15mph,Fair,2017-03-16,17,788
1794,39F,38%,10mph,Fair,2017-03-16,18,624
1795,38F,39%,7mph,Fair,2017-03-16,19,332
1796,38F,39%,8mph,Fair,2017-03-16,20,200
1797,37F,41%,7mph,Fair,2017-03-16,21,169
1798,36F,43%,0mph,Fair,2017-03-16,22,111
1799,36F,43%,7mph,Fair,2017-03-17,23,122
1800,34F,48%,5mph,Partly Cloudy,2017-03-17,0,27
1801,34F,46%,3mph,Partly Cloudy,2017-03-17,1,7
1802,34F,48%,5mph,Fair,2017-03-17,2,6
1803,33F,54%,5mph,Fair,2017-03-17,3,4
1804,29F,69%,3mph,Fair,2017-03-17,4,9
1805,32F,64%,3mph,Fair,2017-03-17,5,50
1806,33F,56%,3mph,Partly Cloudy,2017-03-17,6,147
1807,36F,59%,0mph,Fair,2017-03-17,7,377
1808,38F,57%,5mph,Partly Cloudy,2017-03-17,8,767
1809,41F,45%,5mph,Mostly Cloudy,2017-03-17,9,403
1810,46F,33%,3mph,Mostly Cloudy,2017-03-17,10,228
1811,46F,34%,8mph,Cloudy,2017-03-17,11,248
1812,49F,27%,7mph,Mostly Cloudy,2017-03-17,12,379
1813,49F,27%,0mph,Cloudy,2017-03-17,13,398
1814,50F,25%,9mph,Mostly Cloudy,2017-03-17,14,372
1815,48F,41%,10mph,Cloudy,2017-03-17,15,486
1816,48F,33%,3mph,Cloudy,2017-03-17,16,636
1817,47F,42%,7mph,Cloudy,2017-03-17,17,979
1818,46F,47%,6mph,Cloudy,2017-03-17,18,665
1819,43F,68%,12mph,Cloudy,2017-03-17,19,366
1820,42F,73%,9mph,Cloudy,2017-03-17,20,216
1821,41F,82%,7mph,Light Rain,2017-03-17,21,169
1822,42F,76%,7mph,Cloudy,2017-03-17,22,146
1823,40F,86%,13mph,Light Rain,2017-03-18,23,15
1824,40F,86%,7mph,Cloudy,2017-03-18,0,66
1825,40F,86%,5mph,Cloudy,2017-03-18,1,38
1826,41F,79%,0mph,Cloudy,2017-03-18,2,42
1827,41F,82%,3mph,Light Rain,2017-03-18,3,17
1828,41F,86%,3mph,Cloudy,2017-03-18,4,8
1829,41F,89%,3mph,Cloudy,2017-03-18,5,7
1830,42F,85%,5mph,Cloudy,2017-03-18,6,30
1831,42F,89%,3mph,Cloudy,2017-03-18,7,70
1832,43F,86%,3mph,Cloudy,2017-03-18,8,146
1833,46F,79%,5mph,Cloudy,2017-03-18,9,260
1834,50F,61%,3mph,Partly Cloudy,2017-03-18,10,423
1835,53F,59%,0mph,Partly Cloudy,2017-03-18,11,567
1836,56F,55%,0mph,Partly Cloudy,2017-03-18,12,731
1837,58F,53%,6mph,Partly Cloudy,2017-03-18,13,863
1838,59F,55%,13mph,Mostly Cloudy,2017-03-18,14,956
1839,54F,59%,15mph,Partly Cloudy,2017-03-18,15,1048
1840,53F,61%,14mph,Partly Cloudy,2017-03-18,16,1018
1841,51F,66%,12mph,Mostly Cloudy,2017-03-18,17,848
1842,49F,77%,12mph,Light Rain,2017-03-18,18,617
1843,47F,86%,15mph,Cloudy,2017-03-18,19,218
1844,45F,93%,13mph,Rain,2017-03-18,20,145
1845,44F,93%,10mph,Light Rain,2017-03-18,21,89
1846,44F,93%,12mph,Light Rain,2017-03-18,22,23
1847,43F,89%,14mph,Light Rain,2017-03-19,23,54
1848,42F,89%,14mph,Light Rain,2017-03-19,0,24
1849,40F,89%,15mph,Light Rain,2017-03-19,1,16
1850,38F,93%,12mph,Light Rain,2017-03-19,2,19
1851,37F,93%,13mph,Wintry Mix,2017-03-19,3,4
1852,36F,93%,13mph,Wintry Mix,2017-03-19,4,5
1853,36F,93%,16mph,Light Snow,2017-03-19,5,4
1854,36F,93%,14mph,Light Rain,2017-03-19,6,5
1855,37F,93%,14mph,Light Rain,2017-03-19,7,26
1856,39F,86%,16mph,Cloudy,2017-03-19,8,71
1857,40F,83%,16mph,Cloudy,2017-03-19,9,181
1858,43F,76%,13mph,Cloudy,2017-03-19,10,321
1859,46F,66%,14mph,Mostly Cloudy,2017-03-19,11,405
1860,49F,61%,15mph,Mostly Cloudy,2017-03-19,12,510
1861,51F,54%,20mph,Mostly Cloudy,2017-03-19,13,554
1862,52F,50%,20mph,Mostly Cloudy,2017-03-19,14,656
1863,54F,49%,10mph,Mostly Cloudy,2017-03-19,15,605
1864,51F,52%,18mph,Mostly Cloudy,2017-03-19,16,587
1865,50F,50%,16mph,Mostly Cloudy,2017-03-19,17,542
1866,48F,58%,18mph,Cloudy,2017-03-19,18,425
1867,45F,63%,12mph,Mostly Cloudy,2017-03-19,19,261
1868,45F,58%,15mph,Partly Cloudy,2017-03-19,20,167
1869,45F,58%,12mph,Mostly Cloudy,2017-03-19,21,141
1870,44F,60%,12mph,Partly Cloudy,2017-03-19,22,106
1871,43F,62%,9mph,Partly Cloudy,2017-03-20,23,73
1872,42F,65%,12mph,Fair,2017-03-20,0,23
1873,41F,67%,10mph,Partly Cloudy,2017-03-20,1,9
1874,40F,68%,9mph,Fair,2017-03-20,2,4
1875,39F,70%,10mph,Fair,2017-03-20,3,4
1876,38F,73%,10mph,Fair,2017-03-20,4,5
1877,38F,73%,9mph,Fair,2017-03-20,5,63
1878,40F,70%,9mph,Fair,2017-03-20,6,225
1879,43F,65%,12mph,Cloudy,2017-03-20,7,583
1880,46F,56%,10mph,Partly Cloudy,2017-03-20,8,921
1881,49F,41%,13mph,Partly Cloudy,2017-03-20,9,465
1882,51F,41%,8mph,Mostly Cloudy,2017-03-20,10,271
1883,53F,40%,7mph,Cloudy,2017-03-20,11,322
1884,53F,40%,7mph,Cloudy,2017-03-20,12,463
1885,53F,41%,8mph,Cloudy,2017-03-20,13,463
1886,53F,43%,8mph,Cloudy,2017-03-20,14,433
1887,52F,47%,5mph,Cloudy,2017-03-20,15,528
1888,52F,47%,0mph,Cloudy,2017-03-20,16,693
1889,51F,54%,0mph,Cloudy,2017-03-20,17,1307
1890,51F,52%,3mph,Cloudy,2017-03-20,18,1058
1891,51F,56%,0mph,Cloudy,2017-03-20,19,593
1892,50F,54%,0mph,Cloudy,2017-03-20,20,385
1893,50F,57%,5mph,Cloudy,2017-03-20,21,250
1894,50F,50%,0mph,Cloudy,2017-03-20,22,162
1895,50F,57%,3mph,Cloudy,2017-03-21,23,93
1896,50F,52%,5mph,Cloudy,2017-03-21,0,27
1897,50F,48%,0mph,Cloudy,2017-03-21,1,10
1898,47F,74%,7mph,Cloudy,2017-03-21,2,7
1899,47F,74%,7mph,Light Rain,2017-03-21,3,1
1900,47F,68%,5mph,Cloudy,2017-03-21,4,6
1901,46F,68%,7mph,Cloudy,2017-03-21,5,72
1902,47F,68%,6mph,Cloudy,2017-03-21,6,296
1903,47F,63%,7mph,Cloudy,2017-03-21,7,698
1904,48F,58%,6mph,Cloudy,2017-03-21,8,1172
1905,49F,54%,0mph,Cloudy,2017-03-21,9,543
1906,52F,53%,7mph,Cloudy,2017-03-21,10,297
1907,55F,53%,7mph,Cloudy,2017-03-21,11,299
1908,58F,49%,8mph,Cloudy,2017-03-21,12,378
1909,60F,51%,6mph,Mostly Cloudy,2017-03-21,13,435
1910,62F,48%,12mph,Mostly Cloudy,2017-03-21,14,436
1911,63F,48%,12mph,Mostly Cloudy,2017-03-21,15,574
1912,62F,46%,10mph,Mostly Cloudy,2017-03-21,16,836
1913,60F,49%,9mph,Mostly Cloudy,2017-03-21,17,1428
1914,58F,53%,8mph,Mostly Cloudy,2017-03-21,18,1249
1915,59F,49%,9mph,Mostly Cloudy,2017-03-21,19,699
1916,57F,49%,6mph,Mostly Cloudy,2017-03-21,20,489
1917,57F,49%,6mph,Cloudy,2017-03-21,21,350
1918,56F,53%,7mph,Cloudy,2017-03-21,22,217
1919,57F,49%,5mph,Cloudy,2017-03-22,23,61
1920,59F,48%,6mph,Cloudy,2017-03-22,0,39
1921,58F,49%,12mph,Cloudy,2017-03-22,1,13
1922,57F,47%,8mph,Cloudy,2017-03-22,2,6
1923,56F,37%,17mph,Cloudy,2017-03-22,3,3
1924,52F,37%,15mph,Mostly Cloudy,2017-03-22,4,11
1925,46F,46%,22mph,Fair / Windy,2017-03-22,5,67
1926,42F,45%,24mph,Fair / Windy,2017-03-22,6,280
1927,42F,40%,22mph,Fair / Windy,2017-03-22,7,646
1928,41F,36%,23mph,Fair / Windy,2017-03-22,8,1017
1929,44F,34%,24mph,Fair / Windy,2017-03-22,9,488
1930,45F,34%,17mph,Fair,2017-03-22,10,239
1931,46F,30%,24mph,Fair / Windy,2017-03-22,11,282
1932,47F,29%,20mph,Fair,2017-03-22,12,336
1933,49F,24%,16mph,Fair,2017-03-22,13,321
1934,49F,22%,17mph,Fair,2017-03-22,14,290
1935,48F,17%,17mph,Fair,2017-03-22,15,418
1936,47F,19%,18mph,Fair,2017-03-22,16,552
1937,45F,18%,17mph,Fair,2017-03-22,17,1064
1938,43F,21%,16mph,Fair,2017-03-22,18,913
1939,42F,23%,14mph,Fair,2017-03-22,19,576
1940,40F,25%,12mph,Fair,2017-03-22,20,304
1941,39F,23%,13mph,Fair,2017-03-22,21,232
1942,38F,30%,9mph,Fair,2017-03-22,22,155
1943,37F,24%,14mph,Partly Cloudy,2017-03-23,23,69
1944,35F,31%,10mph,Fair,2017-03-23,0,22
1945,34F,35%,10mph,Fair,2017-03-23,1,5
1946,32F,34%,8mph,Fair,2017-03-23,2,9
1947,32F,35%,6mph,Fair,2017-03-23,3,0
1948,30F,40%,7mph,Fair,2017-03-23,4,4
1949,30F,38%,7mph,Fair,2017-03-23,5,61
1950,30F,38%,7mph,Fair,2017-03-23,6,231
1951,32F,32%,8mph,Fair,2017-03-23,7,586
1952,34F,31%,6mph,Fair,2017-03-23,8,1007
1953,36F,25%,0mph,Fair,2017-03-23,9,495
1954,39F,24%,3mph,Fair,2017-03-23,10,219
1955,40F,22%,3mph,Fair,2017-03-23,11,296
1956,42F,23%,6mph,Fair,2017-03-23,12,337
1957,45F,20%,8mph,Fair,2017-03-23,13,344
1958,47F,22%,13mph,Fair,2017-03-23,14,344
1959,47F,18%,6mph,Fair,2017-03-23,15,465
1960,47F,21%,8mph,Fair,2017-03-23,16,663
1961,46F,25%,8mph,Fair,2017-03-23,17,1173
1962,45F,27%,7mph,Fair,2017-03-23,18,972
1963,43F,31%,7mph,Fair,2017-03-23,19,561
1964,42F,40%,9mph,Fair,2017-03-23,20,343
1965,40F,47%,13mph,Fair,2017-03-23,21,257
1966,38F,51%,13mph,Fair,2017-03-23,22,153
1967,38F,53%,9mph,Fair,2017-03-24,23,181
1968,38F,53%,15mph,Fair,2017-03-24,0,37
1969,37F,57%,9mph,Fair,2017-03-24,1,9
1970,37F,62%,13mph,Partly Cloudy,2017-03-24,2,7
1971,36F,64%,13mph,Cloudy,2017-03-24,3,6
1972,37F,65%,14mph,Fair,2017-03-24,4,6
1973,38F,62%,18mph,Mostly Cloudy,2017-03-24,5,52
1974,38F,60%,12mph,Mostly Cloudy,2017-03-24,6,208
1975,39F,65%,14mph,Mostly Cloudy,2017-03-24,7,559
1976,41F,62%,14mph,Mostly Cloudy,2017-03-24,8,956
1977,41F,76%,12mph,Light Rain,2017-03-24,9,478
1978,42F,79%,6mph,Light Rain,2017-03-24,10,90
1979,49F,71%,14mph,Cloudy,2017-03-24,11,81
1980,53F,52%,17mph,Mostly Cloudy,2017-03-24,12,313
1981,55F,47%,15mph,Cloudy,2017-03-24,13,461
1982,58F,42%,17mph,Mostly Cloudy,2017-03-24,14,464
1983,61F,39%,21mph,Cloudy / Windy,2017-03-24,15,612
1984,62F,39%,20mph,Cloudy,2017-03-24,16,838
1985,61F,44%,10mph,Cloudy,2017-03-24,17,1268
1986,58F,53%,9mph,Cloudy,2017-03-24,18,983
1987,55F,67%,10mph,Cloudy,2017-03-24,19,630
1988,56F,69%,12mph,Fair,2017-03-24,20,356
1989,57F,69%,10mph,Fair,2017-03-24,21,270
1990,57F,72%,10mph,Fair,2017-03-24,22,221
1991,57F,69%,13mph,Fair,2017-03-25,23,274
1992,56F,72%,12mph,Fair,2017-03-25,0,135
1993,57F,72%,12mph,Fair,2017-03-25,1,97
1994,56F,75%,10mph,Mostly Cloudy,2017-03-25,2,60
1995,56F,75%,8mph,Mostly Cloudy,2017-03-25,3,33
1996,56F,75%,9mph,Cloudy,2017-03-25,4,15
1997,55F,77%,8mph,Cloudy,2017-03-25,5,16
1998,56F,77%,7mph,Cloudy,2017-03-25,6,49
1999,59F,69%,9mph,Cloudy,2017-03-25,7,126
2000,62F,65%,9mph,Mostly Cloudy,2017-03-25,8,311
2001,65F,61%,12mph,Mostly Cloudy,2017-03-25,9,622
